x,y,ppscore,case,is_valid_score,metric,baseline_score,model_score,model
contact,default,1.4032191920856588e-07,classification,True,weighted F1,0.7042061281337048,0.7042061696400685,DecisionTreeClassifier()
contact,housing,0.0,classification,True,weighted F1,0.4854,0.41213974770038353,DecisionTreeClassifier()
contact,loan,2.0995751663841818e-07,classification,True,weighted F1,0.7506525486764385,0.7506526010288102,DecisionTreeClassifier()
contact,contact,1.0,predict_itself,True,,0.0,1.0,
contact,month,0.07641104541559673,classification,True,weighted F1,0.1936,0.2552178670231372,DecisionTreeClassifier()
contact,day_of_week,0.0,classification,True,weighted F1,0.2008,0.11894213602315629,DecisionTreeClassifier()
contact,duration,0.0,regression,True,mean absolute error,155.2018,169.64474225061383,DecisionTreeRegressor()
contact,campaign,0.0,regression,True,mean absolute error,1.5188,1.744715186192969,DecisionTreeRegressor()
contact,pdays,0.0,regression,True,mean absolute error,34.3472,65.57851597009515,DecisionTreeRegressor()
contact,previous,0.0,regression,True,mean absolute error,0.1646,0.27183248163836693,DecisionTreeRegressor()
contact,poutcome,1.9204200000683682e-07,classification,True,weighted F1,0.8086619878035733,0.8086620245485079,DecisionTreeClassifier()
contact,emp.var.rate,0.04605219834670149,regression,True,mean absolute error,1.27854,1.2196604223258083,DecisionTreeRegressor()
contact,cons.price.idx,0.30242106768422083,regression,True,mean absolute error,0.5086362000000009,0.3548138973331557,DecisionTreeRegressor()
contact,cons.conf.idx,0.01280315433817003,regression,True,mean absolute error,3.7565400000000007,3.7084444386024913,DecisionTreeRegressor()
contact,euribor3m,0.0,regression,True,mean absolute error,1.341607,1.397749326762574,DecisionTreeRegressor()
contact,nr.employed,0.0,regression,True,mean absolute error,54.77754000000009,56.49461654801371,DecisionTreeRegressor()
contact,subscribed,2.1506742006964751e-07,classification,True,weighted F1,0.8338834128245893,0.8338834485508552,DecisionTreeClassifier()
month,age,0.0,regression,True,mean absolute error,8.334,8.483805601416803,DecisionTreeRegressor()
month,job,0.023606054051028943,classification,True,weighted F1,0.1596,0.17943852782448472,DecisionTreeClassifier()
month,marital,0.0,classification,True,weighted F1,0.4492,0.4446470579658776,DecisionTreeClassifier()
month,education,0.025159487146450887,classification,True,weighted F1,0.1952,0.21544835525546369,DecisionTreeClassifier()
month,default,1.4032191920856588e-07,classification,True,weighted F1,0.7042061281337048,0.7042061696400685,DecisionTreeClassifier()
month,housing,0.0,classification,True,weighted F1,0.4854,0.4698597766327513,DecisionTreeClassifier()
month,loan,2.0995751663841818e-07,classification,True,weighted F1,0.7506525486764385,0.7506526010288102,DecisionTreeClassifier()
